ID,Group,Canon[1],Canon[2],Canon[3],Canon[4]
Kepinski,Lunar Impact Crater,-2.930610545,2.666368872,-1.264582336,3.125862594
Knox-Shaw,Lunar Impact Crater,-1.419564906,-0.263516369,0.249454087,0.736558834
Kramarov,Lunar Impact Crater,-0.934834057,0.190705602,-1.036843871,-1.364102572
Krieger,Lunar Impact Crater,-0.758089216,-0.286063946,-0.647300188,-1.204284437
Kunowsky,Lunar Impact Crater,-1.456256074,-0.189780561,0.551571743,0.565728703
Lassell,Lunar Impact Crater,-1.776361223,1.10115885,0.117698828,-0.218393887
Le_Verrier,Lunar Impact Crater,-1.317377507,0.289393152,-0.060341106,-0.169738873
Lindbergh,Lunar Impact Crater,-0.840217577,0.049980394,-0.603477585,-0.644886959
Marinus_N,Lunar Impact Crater,-0.008179359,-0.447268321,0.666588318,0.26117665
McLaughlin_Z,Lunar Impact Crater,-1.430770621,0.276834114,-0.055855313,-0.015725766
Milichius,Lunar Impact Crater,-1.385212291,-0.221800106,-0.272112016,-0.345773172
Mosting,Lunar Impact Crater,-1.037043718,0.507377429,0.575136633,1.009648969
Neujmin_Q,Lunar Impact Crater,-1.187524088,-0.030438021,-0.788412425,0.023299233
Pingre_M,Lunar Impact Crater,-1.037151404,0.819574561,-0.888171753,1.993713532
Poincare_C,Lunar Impact Crater,-1.06244963,-0.022655491,-0.279563998,-0.569026434
Ramon,Lunar Impact Crater,-1.068145979,-0.26256699,0.707814478,-0.470166444
Reiner,Lunar Impact Crater,-0.958594433,-0.107160015,-0.156980731,-0.261657548
Respighi,Lunar Impact Crater,-1.465277041,0.505456825,-0.248009257,0.303264793
Robinson,Lunar Impact Crater,-1.185572905,-0.45642791,0.318460114,-0.081538879
Ross,Lunar Impact Crater,-1.526809451,0.006487021,0.618665146,0.002747546
Ryder,Lunar Impact Crater,-1.537734794,0.431737554,-0.383455823,0.042801783
Schiaparelli,Lunar Impact Crater,-1.310124278,0.281789335,0.11951541,-0.15809456
Tolansky,Lunar Impact Crater,-1.436105056,0.287254194,-0.25033622,-0.39789866
Triesnecker,Lunar Impact Crater,-0.979387951,-0.794822805,0.254363641,0.859807992
Wallace,Lunar Impact Crater,-0.057337581,-0.47062858,0.200862441,-0.271395288
Warner,Lunar Impact Crater,-1.478516943,0.640691345,0.81016899,-0.216431231
Unnamed-108_613-21_392,Lunar Impact Crater,-1.58170881,0.168913413,-0.100306303,0.066996359
Agrippa,Lunar Impact Crater,-0.87058696,0.508981907,-0.406759391,-0.557523163
Al-Biruni,Lunar Impact Crater,-2.010779919,0.477387889,-0.538560751,0.548212501
Archimedes,Lunar Impact Crater,-1.032973019,-0.614005929,0.563993127,0.313829158
Arzachel,Lunar Impact Crater,-1.509337518,-0.397497787,-0.471066508,-0.082187717
Azophi,Lunar Impact Crater,-1.384475136,-0.678539583,-0.224273709,-1.40209625
Bullialdus,Lunar Impact Crater,-1.159807574,0.448314291,0.231037487,0.538171133
Campanus,Lunar Impact Crater,-1.353232822,-0.671856503,-0.345367158,0.097025458
Cassini,Lunar Impact Crater,-1.302865749,0.141399311,0.195318385,0.131849459
Delambre,Lunar Impact Crater,-1.639197748,0.477487763,-1.082723346,-1.065209662
Ellison,Lunar Impact Crater,-1.942858942,0.263819162,-1.106083435,0.152534941
Eudoxus,Lunar Impact Crater,-0.822303834,0.250820276,-0.099681952,-0.014077896
Gassendi,Lunar Impact Crater,-2.029231374,0.91935766,-0.828578311,-0.189421073
Godin,Lunar Impact Crater,-1.165915913,0.595861338,-0.37895848,-0.440130301
Herschel,Lunar Impact Crater,-1.495143476,-0.365905817,-0.665423693,-0.523442207
Humboldt,Lunar Impact Crater,-1.436113188,0.080397606,1.364194298,1.351515546
Kiess,Lunar Impact Crater,-1.653310019,-0.075850419,-2.102177221,-0.193779637
Lagrenus,Lunar Impact Crater,-0.890719208,-0.695865255,1.172596677,0.8612417
Lomonosov,Lunar Impact Crater,-1.680170707,1.509779628,-1.003643016,-0.23195514
Macrobius,Lunar Impact Crater,-1.874340783,0.621171856,-0.599150528,-0.100679
Magelhaens,Lunar Impact Crater,-1.340320728,-0.513970593,-0.354719973,-1.33454049
Mairan,Lunar Impact Crater,-1.503821477,0.514914212,-0.177098628,-0.494038416
Maurolycus,Lunar Impact Crater,-0.888733108,-0.174885679,0.893265503,1.102140397
Meggers,Lunar Impact Crater,-1.555054029,-1.203404894,0.026877868,0.435682787
Millikan,Lunar Impact Crater,-1.147259507,1.313842162,-0.979854351,-0.968557646
Neper,Lunar Impact Crater,-1.346358827,-0.583513165,-0.908718784,-0.432849171
Nernst,Lunar Impact Crater,-1.815500625,0.74778816,-0.54866671,-0.257792641
Ohm,Lunar Impact Crater,-1.738017374,0.317482576,0.584242949,1.007578475
Pogson,Lunar Impact Crater,-0.905297965,0.51902204,0.29770626,-1.157573188
Rheita,Lunar Impact Crater,-1.782229769,-0.446636475,0.168369956,0.578519399
Schluter,Lunar Impact Crater,-1.299420507,-0.350242742,-0.29413185,-0.92108795
Sirsalis,Lunar Impact Crater,-0.674782202,0.272482414,0.782282639,0.810039558
Taruntius,Lunar Impact Crater,-1.503183083,-0.091476959,-0.263751545,-1.064667739
Thiel,Lunar Impact Crater,-0.961021284,0.695898275,0.152491954,0.957109303
Tseraskiy,Lunar Impact Crater,-1.777112127,1.430488719,0.055126354,-0.039656143
Vashakidze,Lunar Impact Crater,-1.138226451,-0.702632377,-0.168768465,0.644189875
Von_Neumann,Lunar Impact Crater,-1.418027213,-0.556593174,-0.050483915,-0.054176445
werner,Lunar Impact Crater,-1.48720452,0.246468383,0.329727764,0.042243761
Tycho,Lunar Impact Crater,-1.668030453,0.010454294,-0.295052254,-0.281006141
Aristillus,Lunar Impact Crater,-1.763614437,0.696401393,0.415641101,0.507510147
Copernicus,Lunar Impact Crater,-1.45752052,0.639125977,-0.519547132,-1.249801136
Dawes,Lunar Impact Crater,-1.511615719,0.82332878,-0.554151078,-1.252617073
Eratosthenes,Lunar Impact Crater,-1.381152972,1.04044836,-0.591223621,-0.896013811
Euler,Lunar Impact Crater,-1.064575311,-0.225491164,-0.177743467,-0.284108383
Pytheas,Lunar Impact Crater,-1.059815008,0.183416085,-0.465910035,-1.028344289
Timocharis,Lunar Impact Crater,-1.834221998,0.854761138,-0.301082425,0.21123021
